threshold,tp,fp,tn,fn,recall,specificity,precision,f1_score,model,processing,cycle,variant,dataset
0.17,665,52563,93961,162,0.8041112454655381,0.6412669596789604,0.012493424513413993,0.02460456942003515,faster_rcnn,plain,0,scratch,test_full_seq
0.2,644,47624,98900,183,0.7787182587666264,0.6749747481641233,0.013342172868152813,0.026234850799470414,faster_rcnn,plain,0,scratch,test_full_seq
0.24,617,42576,103948,210,0.7460701330108828,0.7094264420845732,0.014284722061445142,0.028032712403452977,faster_rcnn,plain,0,scratch,test_full_seq
0.27,601,39354,107170,226,0.7267230955259976,0.7314160137588381,0.015041922162432737,0.029473787455249867,faster_rcnn,plain,0,scratch,test_full_seq
0.3,571,36301,110223,256,0.6904474002418379,0.7522521907673828,0.015486005641136906,0.03029258070505849,faster_rcnn,plain,0,scratch,test_full_seq
0.33,552,33059,113465,275,0.6674727932285369,0.7743782588517922,0.016423194787420783,0.032057610778790865,faster_rcnn,plain,0,scratch,test_full_seq
0.37,526,29686,116838,301,0.6360338573155986,0.7973983784226475,0.017410300542830662,0.03389284448596926,faster_rcnn,plain,0,scratch,test_full_seq
0.4,505,27557,118967,322,0.6106408706166868,0.8119284212825203,0.017995866296058725,0.034961403994600015,faster_rcnn,plain,0,scratch,test_full_seq
0.43,482,25596,120928,345,0.5828295042321644,0.82531189429718,0.018483012500958663,0.03582977141795206,faster_rcnn,plain,0,scratch,test_full_seq
0.46,460,23584,122940,367,0.5562273276904474,0.8390434331577079,0.019131592081184496,0.036990872904185595,faster_rcnn,plain,0,scratch,test_full_seq
0.5,438,21119,125405,389,0.5296251511487303,0.8558666157080069,0.02031822609825115,0.03913509649749821,faster_rcnn,plain,0,scratch,test_full_seq
0.53,416,19374,127150,411,0.5030229746070133,0.867775927493107,0.021020717534108134,0.04035504680603385,faster_rcnn,plain,0,scratch,test_full_seq
0.56,400,17568,128956,427,0.4836759371221282,0.8801015533291474,0.02226179875333927,0.04256451183825486,faster_rcnn,plain,0,scratch,test_full_seq
0.59,380,15786,130738,447,0.45949214026602175,0.8922633834730147,0.0235061239638748,0.04472429824045195,faster_rcnn,plain,0,scratch,test_full_seq
0.63,345,13419,133105,482,0.41717049576783555,0.908417733613606,0.025065387968613774,0.0472894249880063,faster_rcnn,plain,0,scratch,test_full_seq
0.66,320,11643,134881,507,0.38694074969770254,0.9205386148344299,0.026749143191507146,0.05003909304143862,faster_rcnn,plain,0,scratch,test_full_seq
0.69,292,9971,136553,535,0.35308343409915355,0.9319497147225028,0.028451719770047745,0.05266005410279531,faster_rcnn,plain,0,scratch,test_full_seq
0.72,268,8150,138374,559,0.32406287787182586,0.9443777128661516,0.03183654074602043,0.05797728501892914,faster_rcnn,plain,0,scratch,test_full_seq
0.76,223,5874,140650,604,0.26964933494558646,0.9599110043405858,0.03657536493357389,0.06441363373772385,faster_rcnn,plain,0,scratch,test_full_seq
0.79,192,4364,142160,635,0.23216444981862153,0.970216483306489,0.04214223002633889,0.07133568642021178,faster_rcnn,plain,0,scratch,test_full_seq
0.82,164,3225,143299,663,0.19830713422007254,0.9779899538642134,0.04839185600472116,0.0777988614800759,faster_rcnn,plain,0,scratch,test_full_seq
0.85,141,2246,144278,686,0.17049576783555018,0.9846714531407824,0.059069962295768746,0.08774113254511512,faster_rcnn,plain,0,scratch,test_full_seq
0.89,117,1109,145415,710,0.1414752116082225,0.9924312740574923,0.09543230016313213,0.11397954213346323,faster_rcnn,plain,0,scratch,test_full_seq
0.92,93,368,146156,734,0.1124546553808948,0.9974884660533428,0.2017353579175705,0.14440993788819878,faster_rcnn,plain,0,scratch,test_full_seq
0.95,47,17,146507,780,0.056831922611850064,0.9998839780513773,0.734375,0.10549943883277216,faster_rcnn,plain,0,scratch,test_full_seq
0.01,613,82092,72418,152,0.8013071895424837,0.46869458287489485,0.007411885617556375,0.014687911824607642,faster_rcnn,plain,0,scratch,val_full_seq
0.04,475,51421,103089,290,0.6209150326797386,0.6671995340107436,0.009152921227069524,0.018039915687130894,faster_rcnn,plain,0,scratch,val_full_seq
0.07,399,40777,113733,366,0.5215686274509804,0.736088279075788,0.00969011074412279,0.01902672802269855,faster_rcnn,plain,0,scratch,val_full_seq
0.11,338,32631,121879,427,0.4418300653594771,0.7888097857743835,0.010252054960720677,0.02003912966146914,faster_rcnn,plain,0,scratch,val_full_seq
0.14,304,28240,126270,461,0.39738562091503266,0.8172286583392661,0.010650224215246636,0.0207444812173735,faster_rcnn,plain,0,scratch,val_full_seq
0.17,274,24753,129757,491,0.3581699346405229,0.8397967769076435,0.010948175969952451,0.02124689826302729,faster_rcnn,plain,0,scratch,val_full_seq
0.2,259,21996,132514,506,0.338562091503268,0.857640282182383,0.01163783419456302,0.02250217202432667,faster_rcnn,plain,0,scratch,val_full_seq
0.24,236,19072,135438,529,0.3084967320261438,0.8765646236489547,0.012222912782266417,0.023514173267573355,faster_rcnn,plain,0,scratch,val_full_seq
0.27,224,17200,137310,541,0.2928104575163399,0.8886803443142839,0.012855831037649219,0.02463027104293804,faster_rcnn,plain,0,scratch,val_full_seq
0.3,207,15500,139010,558,0.27058823529411763,0.8996828684227558,0.013178837461004648,0.025133559980573095,faster_rcnn,plain,0,scratch,val_full_seq
0.33,194,13992,140518,571,0.25359477124183005,0.9094427545142709,0.01367545467362188,0.025951441375158854,faster_rcnn,plain,0,scratch,val_full_seq
0.37,178,12020,142490,587,0.2326797385620915,0.9222056824800984,0.014592556156747007,0.027462778677775204,faster_rcnn,plain,0,scratch,val_full_seq
0.4,159,10653,143857,606,0.20784313725490197,0.9310530062779108,0.014705882352941176,0.02746825602487691,faster_rcnn,plain,0,scratch,val_full_seq
0.43,152,9413,145097,613,0.19869281045751633,0.9390783768040903,0.015891270256142186,0.02942884801548887,faster_rcnn,plain,0,scratch,val_full_seq
0.46,134,8219,146291,631,0.17516339869281045,0.9468060319720406,0.016042140548305998,0.029392410616363236,faster_rcnn,plain,0,scratch,val_full_seq
0.5,117,6781,147729,648,0.15294117647058825,0.9561128729532069,0.01696143809799942,0.030536343468615428,faster_rcnn,plain,0,scratch,val_full_seq
0.53,106,5907,148603,659,0.13856209150326798,0.9617694647595625,0.017628471644769664,0.03127766302744172,faster_rcnn,plain,0,scratch,val_full_seq
0.56,94,5185,149325,671,0.12287581699346405,0.9664423014691605,0.017806402727789356,0.03110522832561218,faster_rcnn,plain,0,scratch,val_full_seq
0.59,83,4535,149975,682,0.1084967320261438,0.9706491489223998,0.01797314854915548,0.030837822775404047,faster_rcnn,plain,0,scratch,val_full_seq
0.63,66,3648,150862,699,0.08627450980392157,0.9763898776778202,0.017770597738287562,0.029470864032150035,faster_rcnn,plain,0,scratch,val_full_seq
0.66,58,3006,151504,707,0.07581699346405228,0.9805449485470196,0.018929503916449087,0.030295116218333768,faster_rcnn,plain,0,scratch,val_full_seq
0.69,49,2373,152137,716,0.06405228758169934,0.9846417707591741,0.02023121387283237,0.03074992155632256,faster_rcnn,plain,0,scratch,val_full_seq
0.72,37,1778,152732,728,0.048366013071895426,0.9884926541971394,0.020385674931129475,0.02868217054263566,faster_rcnn,plain,0,scratch,val_full_seq
0.76,28,1024,153486,737,0.036601307189542485,0.993372597242897,0.026615969581749048,0.03082003302146395,faster_rcnn,plain,0,scratch,val_full_seq
0.79,18,553,153957,747,0.023529411764705882,0.9964209436282441,0.03152364273204904,0.02694610778443114,faster_rcnn,plain,0,scratch,val_full_seq
0.82,17,308,154202,748,0.022222222222222223,0.9980066015144651,0.052307692307692305,0.031192660550458714,faster_rcnn,plain,0,scratch,val_full_seq
0.85,10,167,154343,755,0.013071895424836602,0.9989191638081678,0.05649717514124294,0.021231422505307858,faster_rcnn,plain,0,scratch,val_full_seq
0.89,4,77,154433,761,0.00522875816993464,0.9995016503786163,0.04938271604938271,0.00945626477541371,faster_rcnn,plain,0,scratch,val_full_seq
0.92,0,36,154474,765,0.0,0.9997670053718206,0.0,0.0,faster_rcnn,plain,0,scratch,val_full_seq
0.95,0,15,154495,765,0.0,0.9999029189049252,0.0,0.0,faster_rcnn,plain,0,scratch,val_full_seq
0.01,827,146524,0,0,1.0,0.0,0.00561244918595734,0.0111622508064625,rtdetr,clahe,0,pretrained,test_full_seq
0.04,827,146444,80,0,1.0,0.0005459856405776528,0.00561549795954397,0.011168280462936704,rtdetr,clahe,0,pretrained,test_full_seq
0.07,823,133997,12527,4,0.9951632406287787,0.08549452649395321,0.00610443554368788,0.012134437178853938,rtdetr,clahe,0,pretrained,test_full_seq
0.11,790,85601,60923,37,0.9552599758162031,0.4157885397614043,0.00914447106758806,0.01811552661147928,rtdetr,clahe,0,pretrained,test_full_seq
0.14,768,59500,87024,59,0.9286577992744861,0.5939231798203707,0.012743080905289706,0.025141173582126197,rtdetr,clahe,0,pretrained,test_full_seq
0.17,753,42897,103627,74,0.9105199516324063,0.7072356747017553,0.01725085910652921,0.03386019740540055,rtdetr,clahe,0,pretrained,test_full_seq
0.2,727,32426,114098,100,0.879081015719468,0.7786983702328629,0.021928633909450126,0.04278987639788111,rtdetr,clahe,0,pretrained,test_full_seq
0.24,707,23742,122782,120,0.8548972188633616,0.8379651115175671,0.028917338132438953,0.05594239594872606,rtdetr,clahe,0,pretrained,test_full_seq
0.27,689,19580,126944,138,0.8331318016928658,0.8663700144686195,0.03399279688193794,0.06532043989381874,rtdetr,clahe,0,pretrained,test_full_seq
0.3,674,16440,130084,153,0.814993954050786,0.8877999508612924,0.039382961318219,0.07513516526392061,rtdetr,clahe,0,pretrained,test_full_seq
0.33,648,14058,132466,179,0.7835550181378477,0.9040566733094919,0.044063647490820076,0.08343526685121999,rtdetr,clahe,0,pretrained,test_full_seq
0.37,615,11631,134893,212,0.7436517533252721,0.9206205126805165,0.05022048015678589,0.09408704964430505,rtdetr,clahe,0,pretrained,test_full_seq
0.4,581,10221,136303,246,0.7025392986698912,0.9302435095956977,0.05378633586372894,0.09992260727491616,rtdetr,clahe,0,pretrained,test_full_seq
0.43,551,9128,137396,276,0.6662636033857315,0.9377030384100898,0.0569273685298068,0.10489244241385874,rtdetr,clahe,0,pretrained,test_full_seq
0.46,522,8232,138292,305,0.6311970979443773,0.9438180775845595,0.05962988348183688,0.10896566120446718,rtdetr,clahe,0,pretrained,test_full_seq
0.5,487,7248,139276,340,0.5888754534461911,0.9505337009636646,0.06296056884292178,0.11375846764774586,rtdetr,clahe,0,pretrained,test_full_seq
0.53,470,6388,140136,357,0.5683192261185006,0.9564030465998744,0.06853310002916302,0.12231620039037085,rtdetr,clahe,0,pretrained,test_full_seq
0.56,451,5428,141096,376,0.5453446191051995,0.9629548742868063,0.07671372682428984,0.13450641216820758,rtdetr,clahe,0,pretrained,test_full_seq
0.59,421,4342,142182,406,0.5090689238210399,0.970366629357648,0.08838967037581356,0.15062611806797854,rtdetr,clahe,0,pretrained,test_full_seq
0.63,389,2816,143708,438,0.4703748488512696,0.9807813054516666,0.12137285491419657,0.19295634920634921,rtdetr,clahe,0,pretrained,test_full_seq
0.66,372,1849,144675,455,0.4498186215235792,0.987380906882149,0.1674921206663665,0.24409448818897636,rtdetr,clahe,0,pretrained,test_full_seq
0.69,349,1226,145298,478,0.42200725513905685,0.9916327700581474,0.22158730158730158,0.29059117402164863,rtdetr,clahe,0,pretrained,test_full_seq
0.72,325,924,145600,502,0.39298669891172916,0.9936938658513281,0.2602081665332266,0.313102119460501,rtdetr,clahe,0,pretrained,test_full_seq
0.76,283,698,145826,544,0.3422007255139057,0.9952362752859599,0.2884811416921509,0.31305309734513276,rtdetr,clahe,0,pretrained,test_full_seq
0.79,236,548,145976,591,0.28536880290205563,0.996259998362043,0.3010204081632653,0.29298572315332094,rtdetr,clahe,0,pretrained,test_full_seq
0.82,206,404,146120,621,0.24909310761789602,0.9972427725150829,0.3377049180327869,0.28670842032011135,rtdetr,clahe,0,pretrained,test_full_seq
0.85,165,243,146281,662,0.19951632406287786,0.9983415686167454,0.40441176470588236,0.2672064777327935,rtdetr,clahe,0,pretrained,test_full_seq
0.89,101,41,146483,726,0.12212817412333736,0.9997201823592039,0.7112676056338029,0.20846233230134162,rtdetr,clahe,0,pretrained,test_full_seq
0.92,66,3,146521,761,0.07980652962515115,0.9999795255384784,0.9565217391304348,0.1473214285714286,rtdetr,clahe,0,pretrained,test_full_seq
0.95,0,0,146524,827,0.0,1.0,0.0,0.0,rtdetr,clahe,0,pretrained,test_full_seq
0.01,765,154510,0,0,1.0,0.0,0.004926742875543391,0.009805178159446298,rtdetr,clahe,0,pretrained,val_full_seq
0.04,765,133056,21454,0,1.0,0.13885185424891594,0.005716591566346089,0.011368195800454726,rtdetr,clahe,0,pretrained,val_full_seq
0.07,747,120136,34374,18,0.9764705882352941,0.22247103747330269,0.006179528966025,0.012281336314612654,rtdetr,clahe,0,pretrained,val_full_seq
0.11,681,83278,71232,84,0.8901960784313725,0.4610187042909844,0.008111101847330245,0.016075728247013834,rtdetr,clahe,0,pretrained,val_full_seq
0.14,623,62234,92276,142,0.8143790849673203,0.5972170086078571,0.009911386162241277,0.019584420483480556,rtdetr,clahe,0,pretrained,val_full_seq
0.17,571,46192,108318,194,0.74640522875817,0.7010420037538023,0.012210508307850223,0.02402794142400269,rtdetr,clahe,0,pretrained,val_full_seq
0.2,532,33983,120527,233,0.6954248366013072,0.7800595430716458,0.015413588294944228,0.03015873015873016,rtdetr,clahe,0,pretrained,val_full_seq
0.24,475,21681,132829,290,0.6209150326797386,0.8596789851789528,0.021438887885899982,0.04144670825880197,rtdetr,clahe,0,pretrained,val_full_seq
0.27,437,15559,138951,328,0.5712418300653594,0.8993010161154618,0.027319329832458116,0.05214486009187996,rtdetr,clahe,0,pretrained,val_full_seq
0.3,413,11169,143341,352,0.5398692810457516,0.9277134166073393,0.035658780866862375,0.06689884182392485,rtdetr,clahe,0,pretrained,val_full_seq
0.33,390,8290,146220,375,0.5098039215686274,0.9463465147886868,0.044930875576036866,0.08258337744838537,rtdetr,clahe,0,pretrained,val_full_seq
0.37,345,5950,148560,420,0.45098039215686275,0.9614911656203482,0.05480540111199365,0.09773371104815864,rtdetr,clahe,0,pretrained,val_full_seq
0.4,313,4784,149726,452,0.4091503267973856,0.969037602744159,0.061408671767706494,0.10678949164107814,rtdetr,clahe,0,pretrained,val_full_seq
0.43,292,3900,150610,473,0.38169934640522873,0.9747589152805644,0.06965648854961833,0.11781319346378859,rtdetr,clahe,0,pretrained,val_full_seq
0.46,268,3139,151371,497,0.3503267973856209,0.9796841628373568,0.07866157910184914,0.12847555129434324,rtdetr,clahe,0,pretrained,val_full_seq
0.5,238,2294,152216,527,0.3111111111111111,0.9851530645265678,0.09399684044233807,0.14437367303609341,rtdetr,clahe,0,pretrained,val_full_seq
0.53,215,1757,152753,550,0.28104575163398693,0.988628567730244,0.10902636916835699,0.1571063207891852,rtdetr,clahe,0,pretrained,val_full_seq
0.56,195,1341,153169,570,0.2549019607843137,0.9913209501003172,0.126953125,0.1694915254237288,rtdetr,clahe,0,pretrained,val_full_seq
0.59,171,995,153515,594,0.2235294117647059,0.9935602873600414,0.14665523156089194,0.17711030554117038,rtdetr,clahe,0,pretrained,val_full_seq
0.63,145,701,153809,620,0.1895424836601307,0.9954630768235065,0.17139479905437352,0.1800124146492862,rtdetr,clahe,0,pretrained,val_full_seq
0.66,122,560,153950,643,0.15947712418300652,0.9963756391172093,0.17888563049853373,0.1686247408431237,rtdetr,clahe,0,pretrained,val_full_seq
0.69,106,473,154037,659,0.13856209150326798,0.9969387094686428,0.18307426597582038,0.15773809523809523,rtdetr,clahe,0,pretrained,val_full_seq
0.72,94,387,154123,671,0.12287581699346405,0.9974953077470714,0.19542619542619544,0.1508828250401284,rtdetr,clahe,0,pretrained,val_full_seq
0.76,81,308,154202,684,0.10588235294117647,0.9980066015144651,0.20822622107969152,0.14038128249566725,rtdetr,clahe,0,pretrained,val_full_seq
0.79,69,259,154251,696,0.09019607843137255,0.9983237330917093,0.21036585365853658,0.12625800548947852,rtdetr,clahe,0,pretrained,val_full_seq
0.82,54,197,154313,711,0.07058823529411765,0.9987250016180182,0.2151394422310757,0.10629921259842519,rtdetr,clahe,0,pretrained,val_full_seq
0.85,41,143,154367,724,0.05359477124183006,0.9990744935602873,0.22282608695652173,0.08640674394099052,rtdetr,clahe,0,pretrained,val_full_seq
0.89,28,66,154444,737,0.036601307189542485,0.9995728431816711,0.2978723404255319,0.06519208381839349,rtdetr,clahe,0,pretrained,val_full_seq
0.92,10,11,154499,755,0.013071895424836602,0.9999288071969452,0.47619047619047616,0.025445292620865142,rtdetr,clahe,0,pretrained,val_full_seq
0.95,0,0,154510,765,0.0,1.0,0.0,0.0,rtdetr,clahe,0,pretrained,val_full_seq
0.01,827,146524,0,0,1.0,0.0,0.00561244918595734,0.0111622508064625,rtdetr,clahe,0,scratch,test_full_seq
0.04,827,146490,34,0,1.0,0.00023204389724550245,0.005613744510138002,0.011164812614753212,rtdetr,clahe,0,scratch,test_full_seq
0.07,825,143679,2845,2,0.9975816203143894,0.019416614343042777,0.005709184520843714,0.011353393288424354,rtdetr,clahe,0,scratch,test_full_seq
0.11,811,130662,15862,16,0.9806529625151149,0.10825530288553412,0.00616856693009211,0.012260015117157975,rtdetr,clahe,0,scratch,test_full_seq
0.14,798,117239,29285,29,0.9649334945586457,0.19986486855395702,0.006760592017757144,0.013427109974424553,rtdetr,clahe,0,scratch,test_full_seq
0.17,777,104080,42444,50,0.939540507859734,0.2896726816084737,0.007410091839362179,0.01470421255819235,rtdetr,clahe,0,scratch,test_full_seq
0.2,752,91746,54778,75,0.909310761789601,0.3738500177445333,0.008129905511470518,0.01611572461826949,rtdetr,clahe,0,scratch,test_full_seq
0.24,719,77068,69456,108,0.8694074969770254,0.47402473314951815,0.009243189736074152,0.018291907293866233,rtdetr,clahe,0,scratch,test_full_seq
0.27,694,67561,78963,133,0.8391777509068924,0.538908301711665,0.01016775327814812,0.02009206450305434,rtdetr,clahe,0,scratch,test_full_seq
0.3,669,56373,90151,158,0.8089480048367593,0.6152643935464497,0.011728200273482698,0.023121187509720233,rtdetr,clahe,0,scratch,test_full_seq
0.33,644,48131,98393,183,0.7787182587666264,0.6715145641669624,0.013203485392106612,0.02596669489133503,rtdetr,clahe,0,scratch,test_full_seq
0.37,608,38882,107642,219,0.7351874244256348,0.7346373290382463,0.01539630286148392,0.03016097427884019,rtdetr,clahe,0,scratch,test_full_seq
0.4,573,32132,114392,254,0.6928657799274486,0.7807048674619858,0.01752025684146155,0.034176309197184784,rtdetr,clahe,0,scratch,test_full_seq
0.43,546,26217,120307,281,0.660217654171705,0.821073680762196,0.020401300302656654,0.03957955781080102,rtdetr,clahe,0,scratch,test_full_seq
0.46,516,21264,125260,311,0.6239419588875453,0.8548770167344599,0.023691460055096418,0.04564957756447119,rtdetr,clahe,0,scratch,test_full_seq
0.5,494,16806,129718,333,0.5973397823458283,0.8853020665556496,0.028554913294797687,0.05450433055662823,rtdetr,clahe,0,scratch,test_full_seq
0.53,480,14465,132059,347,0.5804111245465539,0.9012789713630531,0.03211776513884242,0.060867359878265276,rtdetr,clahe,0,scratch,test_full_seq
0.56,463,12538,133986,364,0.5598548972188634,0.9144304004804673,0.035612645181139914,0.0669655770899624,rtdetr,clahe,0,scratch,test_full_seq
0.59,451,10933,135591,376,0.5453446191051995,0.9253842373945566,0.0396170063246662,0.07386782409303087,rtdetr,clahe,0,scratch,test_full_seq
0.63,437,9135,137389,390,0.528415961305925,0.9376552646665393,0.04565399080651902,0.08404654293682084,rtdetr,clahe,0,scratch,test_full_seq
0.66,418,8025,138499,409,0.5054413542926239,0.9452308154295542,0.04950846855383158,0.0901833872707659,rtdetr,clahe,0,scratch,test_full_seq
0.69,397,6993,139531,430,0.4800483675937122,0.9522740301930059,0.053721244925575104,0.09662894000243398,rtdetr,clahe,0,scratch,test_full_seq
0.72,368,5992,140532,459,0.4449818621523579,0.9591056755207338,0.05786163522012579,0.10240712397384166,rtdetr,clahe,0,scratch,test_full_seq
0.76,340,4669,141855,487,0.4111245465538089,0.9681349130517868,0.06787781992413655,0.11651816312542837,rtdetr,clahe,0,scratch,test_full_seq
0.79,309,3655,142869,518,0.373639661426844,0.9750552810461085,0.07795156407669021,0.1289918597370069,rtdetr,clahe,0,scratch,test_full_seq
0.82,267,2687,143837,560,0.32285368802902054,0.9816617072970981,0.09038591740013541,0.14123247818037557,rtdetr,clahe,0,scratch,test_full_seq
0.85,210,1680,144844,617,0.2539298669891173,0.9885343015478693,0.1111111111111111,0.15458225984541774,rtdetr,clahe,0,scratch,test_full_seq
0.89,130,414,146110,697,0.15719467956469166,0.9971745243100106,0.23897058823529413,0.18964259664478483,rtdetr,clahe,0,scratch,test_full_seq
0.92,60,35,146489,767,0.07255139056831923,0.9997611312822473,0.631578947368421,0.1301518438177874,rtdetr,clahe,0,scratch,test_full_seq
0.95,0,0,146524,827,0.0,1.0,0.0,0.0,rtdetr,clahe,0,scratch,test_full_seq
0.01,765,154510,0,0,1.0,0.0,0.004926742875543391,0.009805178159446298,rtdetr,clahe,0,scratch,val_full_seq
0.04,765,154433,77,0,1.0,0.0004983496213837292,0.004929187231794224,0.009810019042978142,rtdetr,clahe,0,scratch,val_full_seq
0.07,761,151050,3460,4,0.9947712418300654,0.022393372597242896,0.005012811983321367,0.009975356543624163,rtdetr,clahe,0,scratch,val_full_seq
0.11,732,132720,21790,33,0.9568627450980393,0.14102647077859037,0.005485118244762162,0.010907709157558282,rtdetr,clahe,0,scratch,val_full_seq
0.14,698,113123,41387,67,0.9124183006535947,0.267859685457252,0.006132436017958022,0.012182989195887806,rtdetr,clahe,0,scratch,val_full_seq
0.17,663,95040,59470,102,0.8666666666666667,0.3848941816063685,0.006927682517789411,0.013745490732678195,rtdetr,clahe,0,scratch,val_full_seq
0.2,614,74631,79879,151,0.8026143790849674,0.5169827195650767,0.008160010631935676,0.01615576897776608,rtdetr,clahe,0,scratch,val_full_seq
0.24,576,48193,106317,189,0.7529411764705882,0.6880913856708304,0.01181078143902889,0.023256752937376345,rtdetr,clahe,0,scratch,val_full_seq
0.27,536,36847,117663,229,0.7006535947712418,0.7615235259853731,0.014338068105823503,0.028101080004194194,rtdetr,clahe,0,scratch,val_full_seq
0.3,500,28751,125759,265,0.6535947712418301,0.8139214290337194,0.01709343270315545,0.03331556503198294,rtdetr,clahe,0,scratch,val_full_seq
0.33,461,23681,130829,304,0.6026143790849673,0.8467348391689858,0.01909535249772181,0.03701770586582085,rtdetr,clahe,0,scratch,val_full_seq
0.37,429,18068,136442,336,0.5607843137254902,0.8830625849459582,0.023192950208141862,0.04454366109438273,rtdetr,clahe,0,scratch,val_full_seq
0.4,399,14231,140279,366,0.5215686274509804,0.9078959290660799,0.02727272727272727,0.05183501136732706,rtdetr,clahe,0,scratch,val_full_seq
0.43,364,10769,143741,401,0.47581699346405226,0.9303022458093327,0.03269558968831402,0.06118675407631535,rtdetr,clahe,0,scratch,val_full_seq
0.46,336,8240,146270,429,0.4392156862745098,0.946670118438936,0.03917910447761194,0.07194090568461621,rtdetr,clahe,0,scratch,val_full_seq
0.5,298,5873,148637,467,0.3895424836601307,0.9619895152417319,0.04829039053637984,0.08592848904267589,rtdetr,clahe,0,scratch,val_full_seq
0.53,265,4689,149821,500,0.3464052287581699,0.9696524496796324,0.053492127573677835,0.0926735443259311,rtdetr,clahe,0,scratch,val_full_seq
0.56,237,3799,150711,528,0.30980392156862746,0.9754125946540677,0.0587215064420218,0.0987294313684649,rtdetr,clahe,0,scratch,val_full_seq
0.59,216,3146,151364,549,0.2823529411764706,0.9796388583263219,0.06424747174301011,0.10467652047492125,rtdetr,clahe,0,scratch,val_full_seq
0.63,196,2403,152107,569,0.25620915032679736,0.9844476085690247,0.07541362062331666,0.11652794292508917,rtdetr,clahe,0,scratch,val_full_seq
0.66,170,1989,152521,595,0.2222222222222222,0.9871270467930878,0.07874015748031496,0.11627906976744186,rtdetr,clahe,0,scratch,val_full_seq
0.69,152,1573,152937,613,0.19869281045751633,0.989819429163161,0.08811594202898551,0.12208835341365464,rtdetr,clahe,0,scratch,val_full_seq
0.72,139,1178,153332,626,0.18169934640522875,0.9923758980001295,0.10554290053151101,0.1335254562920269,rtdetr,clahe,0,scratch,val_full_seq
0.76,120,740,153770,645,0.1568627450980392,0.9952106659763122,0.13953488372093023,0.14769230769230768,rtdetr,clahe,0,scratch,val_full_seq
0.79,104,482,154028,661,0.13594771241830064,0.996880460811598,0.17747440273037543,0.153960029607698,rtdetr,clahe,0,scratch,val_full_seq
0.82,79,300,154210,686,0.10326797385620914,0.998058378098505,0.20844327176781002,0.1381118881118881,rtdetr,clahe,0,scratch,val_full_seq
0.85,65,156,154354,700,0.08496732026143791,0.9989903566112226,0.29411764705882354,0.13184584178498987,rtdetr,clahe,0,scratch,val_full_seq
0.89,27,43,154467,738,0.03529411764705882,0.9997217008607857,0.38571428571428573,0.06467065868263473,rtdetr,clahe,0,scratch,val_full_seq
0.92,1,7,154503,764,0.00130718954248366,0.9999546954889651,0.125,0.0025873221216041395,rtdetr,clahe,0,scratch,val_full_seq
0.95,0,0,154510,765,0.0,1.0,0.0,0.0,rtdetr,clahe,0,scratch,val_full_seq
0.01,827,146524,0,0,1.0,0.0,0.00561244918595734,0.0111622508064625,rtdetr,plain,0,pretrained,test_full_seq
0.04,827,146435,89,0,1.0,0.0006074090251426388,0.005615841153861824,0.01116895920696338,rtdetr,plain,0,pretrained,test_full_seq
0.07,827,142315,4209,0,1.0,0.02872566951489176,0.005777479705467299,0.011488584348019366,rtdetr,plain,0,pretrained,test_full_seq
0.11,827,118960,27564,0,1.0,0.1881193524610303,0.0069039211266665,0.013713167625648762,rtdetr,plain,0,pretrained,test_full_seq
0.14,814,97278,49246,13,0.9842805320435308,0.3360951106985886,0.008298332177955389,0.01645791000717759,rtdetr,plain,0,pretrained,test_full_seq
0.17,800,79068,67456,27,0.9673518742442564,0.4603750921350768,0.010016527269995492,0.019827746452692235,rtdetr,plain,0,pretrained,test_full_seq
0.2,782,65160,81364,45,0.9455864570737605,0.5552946957495017,0.01185890631160717,0.023424044092318293,rtdetr,plain,0,pretrained,test_full_seq
0.24,761,51008,95516,66,0.9201934703748489,0.6518795555676886,0.014699916938708493,0.028937561791771236,rtdetr,plain,0,pretrained,test_full_seq
0.27,747,42969,103555,80,0.9032648125755743,0.7067442876252354,0.017087565193521823,0.033540623667018384,rtdetr,plain,0,pretrained,test_full_seq
0.3,734,36569,109955,93,0.8875453446191052,0.7504231388714476,0.019676701605768974,0.038499868869656444,rtdetr,plain,0,pretrained,test_full_seq
0.33,728,31519,115005,99,0.8802902055622733,0.784888482432912,0.022575743480013646,0.04402249501118704,rtdetr,plain,0,pretrained,test_full_seq
0.37,716,26259,120265,111,0.8657799274486094,0.8207870383008927,0.02654309545875811,0.05150708582116395,rtdetr,plain,0,pretrained,test_full_seq
0.4,705,23089,123435,122,0.8524788391777509,0.8424217193087822,0.029629318315541733,0.05726818569513829,rtdetr,plain,0,pretrained,test_full_seq
0.43,694,20767,125757,133,0.8391777509068924,0.8582689525265486,0.032337728903592565,0.062275664034458014,rtdetr,plain,0,pretrained,test_full_seq
0.46,674,18911,127613,153,0.814993954050786,0.8709358193879501,0.03441409241766658,0.06603958455810308,rtdetr,plain,0,pretrained,test_full_seq
0.5,666,16971,129553,161,0.8053204353083434,0.8841759711719582,0.03776152406871917,0.07214038128249567,rtdetr,plain,0,pretrained,test_full_seq
0.53,659,15797,130727,168,0.7968561064087062,0.8921883104474352,0.040046183762761305,0.07625990858068624,rtdetr,plain,0,pretrained,test_full_seq
0.56,650,14837,131687,177,0.7859733978234583,0.898740138134367,0.04197068509072125,0.07968615912713006,rtdetr,plain,0,pretrained,test_full_seq
